"Facility Name","Location Type","Operator","Status","Open","Hours of Operation","Accessibility","Restroom Type","Changing Stations","Additional Notes","Website","Latitude","Longitude","Location"
"Seaside Library, QPL","Library","QPL","Closed for Construction","Year Round",,"Fully Accessible","Single-Stall All Gender Restroom(s)","Yes","Yes, a key is needed to enter","https://www.queenslibrary.org/about-us/locations/seaside","40.579413","-73.837748","POINT (-73.837748 40.579413)"
"Bryant Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,"Yes",,,"40.75404","-73.9827","POINT (-73.9827 40.75404)"
"Dyker Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.61308","-74.0132","POINT (-74.0132 40.61308)"
"Playground Seventy Five","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.72638","-73.8084","POINT (-73.8084 40.72638)"
"Melrose Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","Yes",,"https://www.nypl.org/locations/melrose","40.826593","-73.917585","POINT (-73.917585 40.826593)"
"Green Central Knoll","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.70212","-73.9335","POINT (-73.9335 40.70212)"
"Susan Smith McKinney Steward Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.70077","-73.9855","POINT (-73.9855 40.70077)"
"Waring Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.86062","-73.8712","POINT (-73.8712 40.86062)"
"Oracle Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","""Yes, in women's restroom only""",,,"40.69379","-73.9716","POINT (-73.9716 40.69379)"
"Woodstock Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","""Yes, in single-stall all gender restroom only""",,"https://www.nypl.org/locations/woodstock","40.820627","-73.904649","POINT (-73.904649 40.820627)"
"Francis Lewis Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.79627","-73.8257","POINT (-73.8257 40.79627)"
"Astoria Park Zone 1","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","Yes",,,"40.77593","-73.9252","POINT (-73.9252 40.77593)"
"Bella Abzug Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,"Yes",,,"40.75632","-73.9997","POINT (-73.9997 40.75632)"
"Fox Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.63269","-73.9239","POINT (-73.9239 40.63269)"
"Parkside Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.86844","-73.868","POINT (-73.868 40.86844)"
"Ocean Hill Playground","Park","NYC Parks","Not Operational",,,"Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.67457","-73.912","POINT (-73.912 40.67457)"
"Kings Bay Library, BPL","Library","BPL","Operational","Year Round","Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,"https://www.bklynlibrary.org/locations/kings-bay","40.59487","-73.941126","POINT (-73.941126 40.59487)"
"Shore Road Park Zone 2","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.63208","-74.0387","POINT (-74.0387 40.63208)"
"St. James Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","""Yes, in women's restroom only""",,,"40.86544","-73.8985","POINT (-73.8985 40.86544)"
"Marlboro Playground","Park","NYC Parks","Not Operational",,,"Not Accessible","Multi-Stall W/M Restrooms","No",,,"40.59136","-73.9811","POINT (-73.9811 40.59136)"
"L/CPL Thomas P. Noonan Jr. Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","""Yes, in women's restroom only""",,,"40.74108","-73.9224","POINT (-73.9224 40.74108)"
"Chelsea Piers at Pier 61","Park","Hudson River Park","Operational","Year Round","10am - 8pm","Fully Accessible",,,,,"40.748592","-74.008764","POINT (-74.008764 40.748592)"
"Heckscher Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,"""Yes, in men's restroom only""",,,"40.76837","-73.9771","POINT (-73.9771 40.76837)"
"Springfield Park North","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","Yes",,,"40.66382","-73.7595","POINT (-73.7595 40.66382)"
"Bowne Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.758","-73.8247","POINT (-73.8247 40.758)"
"Holy Cow Playground","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.74137","-73.7764","POINT (-73.7764 40.74137)"
"Bayside Library, QPL","Library","QPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,"Single-Stall All Gender Restroom(s)","Yes","Yes, a key is needed to enter","https://www.queenslibrary.org/about-us/locations/bayside","40.760134","-73.768363","POINT (-73.768363 40.760134)"
"Van Cortlandt Park Stables","Park","NYC Parks Concessionaire","Operational","Year Round","11:00am-7:00pm","Partially Accessible","Multi-Stall W/M Restrooms","No",,,"40.901041","-73.894743","POINT (-73.894743 40.901041)"
"P.S. 155 Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","Yes",,,"40.79754","-73.9353","POINT (-73.9353 40.79754)"
"De Hostos Playground","Park","NYC Parks","Not Operational",,,,,"No",,,"40.70254","-73.9495","POINT (-73.9495 40.70254)"
"Locust Manor Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","""Yes, in women's restroom only""",,,"40.68593","-73.7562","POINT (-73.7562 40.68593)"
"Saratoga Library, BPL","Library","BPL","Operational","Year Round","Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","Yes",,"https://www.bklynlibrary.org/locations/saratoga","40.684818","-73.915134","POINT (-73.915134 40.684818)"
"Stadium Area","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,"Yes",,,"40.79289","-73.9247","POINT (-73.9247 40.79289)"
"Jesse Owens Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.69164","-73.9325","POINT (-73.9325 40.69164)"
"Zimmerman Playground","Park","NYC Parks","Not Operational",,,"Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.86609","-73.8687","POINT (-73.8687 40.86609)"
"Coney Island Beach Zone 7c","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.57176","-73.9988","POINT (-73.9988 40.57176)"
"Nautilus Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.68465","-73.7703","POINT (-73.7703 40.68465)"
"Gouverneur Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.83577","-73.9034","POINT (-73.9034 40.83577)"
"Hudson Park Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 am - 6:00 pm   
Wednesday: 10:00 am - 6:00 pm    
Thursday: 10:00 am - 6:00 pm    
Friday: 10:00 am - 6:00 pm  
Saturday: 10:00 am - 5:00 pm","Not Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://nypl.org/locations/hudson-park","40.729991","-74.005332","POINT (-74.005332 40.729991)"
"Shore Parkway Gas Station","Park","NYC Parks Concessionaire","Operational","Year Round","24 Hours","Not Accessible","Multi-Stall W/M Restrooms","No",,,"40.592538","-73.90824","POINT (-73.90824 40.592538)"
"Austin J. McDonald Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.62953","-74.1151","POINT (-74.1151 40.62953)"
"Rockaway Beach 06b","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally",,,"""Yes, in women's restroom only""",,,"40.58297","-73.8175","POINT (-73.8175 40.58297)"
"Mitchell-Linden Library, QPL","Library","QPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,"Single-Stall All Gender Restroom(s)","Yes",,"https://www.queenslibrary.org/about-us/locations/mitchell-linden","40.76915","-73.826942","POINT (-73.826942 40.76915)"
"Inwood Hill Park Zone 1","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.8703","-73.9214","POINT (-73.9214 40.8703)"
"American Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.72874","-73.9576","POINT (-73.9576 40.72874)"
"Atlantic Ave Terminal LIRR Restroom","Transit","LIRR","Operational","Year Round","Bathrooms are open from 7 a.m.-7 p.m., with a one-hour closure for cleaning from 12 noon-1 p.m.",,,,"MTA station with bathrooms located outside of fare gates and open to the wider public","https://new.mta.info/agency/new-york-city-transit/bathrooms","40.684909","-73.977681","POINT (-73.977681 40.684909)"
"Claremont","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","""Yes, in women's restroom only""",,,"40.81489","-73.9622","POINT (-73.9622 40.81489)"
"Major Deegan No. Gas Station","Park","NYC Parks Concessionaire","Operational","Year Round","24 Hours","Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.895123","-73.881497","POINT (-73.881497 40.895123)"
"Cambria Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","""Yes, in women's restroom only""",,,"40.68856","-73.7425","POINT (-73.7425 40.68856)"
"South Hollis Library, QPL","Library","QPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,"Single-Stall All Gender Restroom(s)","Yes",,"https://www.queenslibrary.org/about-us/locations/south-hollis","40.707012","-73.753799","POINT (-73.753799 40.707012)"
"The Bandshell","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.69888","-73.8585","POINT (-73.8585 40.69888)"
"Morningside Heights Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 am - 6:00 pm
Wednesday: 10:00 am - 6:00 pm
Thursday: 10:00 am - 6:00 pm
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.nypl.org/locations/morningside-heights","40.806139","-73.964777","POINT (-73.964777 40.806139)"
"Yorkville Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 11:00 am - 7:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Not Accessible","Single-Stall All Gender Restroom(s)","""Yes, in single-stall all gender restroom only""",,"https://www.nypl.org/locations/yorkville","40.773664","-73.956374","POINT (-73.956374 40.773664)"
"Kolbert Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.62035","-73.958","POINT (-73.958 40.62035)"
"Lincoln Terrace Park / Arthur S. Somers Playground","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.66637","-73.9276","POINT (-73.9276 40.66637)"
"Fort #4 Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,,,,"40.87423","-73.901045","POINT (-73.901045 40.87423)"
"Bayside Marina","Park","NYC Parks Concessionaire","Operational","Seasonal","9:00am-5:00pm","Not Accessible","Multi-Stall W/M Restrooms","No",,,"40.779806","-73.767053","POINT (-73.767053 40.779806)"
"Allen Shandler Rec Area","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.88995","-73.8813","POINT (-73.8813 40.88995)"
"Hallets Cove Playground (area A)","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","No",,,"40.77163","-73.9347","POINT (-73.9347 40.77163)"
"Brooklyn Bridge Park Pier 2 - Uplands","Park","Brooklyn Bridge Park","Operational","Year Round",,"Fully Accessible",,,,,"40.700859","-73.996308","POINT (-73.996308 40.700859)"
"Emerald Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","""Yes, in men's restroom only""",,,"40.73082","-73.8061","POINT (-73.8061 40.73082)"
"Pelham Parkway-Van Nest Library, NYPL","Library","NYPL","Closed for Construction","Future","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 10:00 pm - 6:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm","Partially Accessible","Single-Stall All Gender Restroom(s)","No",,"https://www.nypl.org/locations/pelham-parkway-van-nest","40.854884","-73.864148","POINT (-73.864148 40.854884)"
"Bayside Fields","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","""Yes, in men's restroom only""",,,"40.77305","-73.785","POINT (-73.785 40.77305)"
"Mott Haven Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 pm - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm 
Thursday: 10:00 pm - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.nypl.org/locations/mott-haven","40.811598","-73.924383","POINT (-73.924383 40.811598)"
"St. Michael's Playground","Park","NYC Parks","Not Operational",,,"Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.75831","-73.9003","POINT (-73.9003 40.75831)"
"Noble Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.83683","-73.8719","POINT (-73.8719 40.83683)"
"Corporal Thompson Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.63852","-74.1179","POINT (-74.1179 40.63852)"
"120 Park Avenue POPS","Privately Owned Public Space","Shorenstein Realty Services","Operational","Year Round","Monday to Saturday: 7:30 am-9:30 pm; Sunday: 11:00 am-7:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","No","Security will grant access to restrooms.",,"40.751936","-73.978306","POINT (-73.978306 40.751936)"
"Woods Playground","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.67484","-73.9292","POINT (-73.9292 40.67484)"
"Devoe Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","""Yes, in men's restroom only""",,,"40.86369","-73.9049","POINT (-73.9049 40.86369)"
"Allerton Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 am - 6:00 pm
Wednesday: 10:00 am - 6:00 pm
Thursday: 10:00 am - 6:00 pm
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.nypl.org/locations/allerton","40.866813","-73.863224","POINT (-73.863224 40.866813)"
"Prall Playground","Park","NYC Parks","Not Operational",,,"Not Accessible","Multi-Stall W/M Restrooms","""N/A, restrooms closed""",,,"40.62879","-74.1177","POINT (-74.1177 40.62879)"
"Hattie Carthan Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.68562","-73.9464","POINT (-73.9464 40.68562)"
